Facility ID,Name,Address,License Type,License Number,Last Inspection Date,Inspection Purpose,Total Violations,Critical Violations,Violation Details
187,7-ELEVEN #33413K,775 CRANSTON ST PROVIDENCE RI 02907,Cash Registers - 1-2,MRK10305,09-29-2025,Routine,6,2,"51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 15 - food separated and protected"
187,7-ELEVEN #33413K,775 CRANSTON ST PROVIDENCE RI 02907,Cash Registers - 1-2,MRK10305,07-01-2025,Routine,6,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean"
187,7-ELEVEN #33413K,775 CRANSTON ST PROVIDENCE RI 02907,Cash Registers - 1-2,MRK10305,03-03-2025,Routine,2,0,15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible
187,7-ELEVEN #33413K,775 CRANSTON ST PROVIDENCE RI 02907,Cash Registers - 1-2,MRK10305,01-02-2025,Routine,3,0,"15 - food separated and protected | 52 - sewage & waste water properly disposed | 55 - physical facilities installed, maintained, & clean"
188,DELFINO'S KITCHEN AND CORNER STORE,365 SNAKE HILL RD NORTH SCITUATE RI 02857,Seats - Less than 50,FSV37770,09-29-2025,Environmental Complaint,3,0,"39 - contamination prevented during food preparation, storage, & display | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device"
188,DELFINO'S KITCHEN AND CORNER STORE,365 SNAKE HILL RD NORTH SCITUATE RI 02857,Seats - Less than 50,FSV37770,07-01-2025,Follow-up,1,0,49 - non-food contact surfaces clean
188,DELFINO'S KITCHEN AND CORNER STORE,365 SNAKE HILL RD NORTH SCITUATE RI 02857,Seats - Less than 50,FSV37770,04-02-2025,Follow-up,3,0,"22 - proper cold holding temperatures | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean"
189,HUDSON STREET DELI,68 HUDSON ST PROVIDENCE RI 02909,Seats - Less than 50,FSV37846,09-29-2025,Routine,5,1,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 49 - non-food contact surfaces clean | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display"
189,HUDSON STREET DELI,68 HUDSON ST PROVIDENCE RI 02909,Seats - Less than 50,FSV37846,07-01-2025,Routine,3,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean"
189,HUDSON STREET DELI,68 HUDSON ST PROVIDENCE RI 02909,Seats - Less than 50,FSV37846,03-03-2025,Re-Inspection,5,0,"39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 10 - adequate handwashing sinks properly supplied and accessible | 22 - proper cold holding temperatures"
189,HUDSON STREET DELI,68 HUDSON ST PROVIDENCE RI 02909,Seats - Less than 50,FSV37846,01-02-2025,Routine,2,0,51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible
190,CARRIAGE INN,1065 TOWER HILL RD NORTH KINGSTOWN RI 02852,Caterer or Commissary,FSV37848,08-30-2025,Re-Inspection,3,0,"22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned"
190,CARRIAGE INN,1065 TOWER HILL RD NORTH KINGSTOWN RI 02852,Caterer or Commissary,FSV37848,07-01-2025,Routine,1,0,"53 - toilet facilities: properly constructed, supplied, & cleaned"
190,CARRIAGE INN,1065 TOWER HILL RD NORTH KINGSTOWN RI 02852,Caterer or Commissary,FSV37848,04-02-2025,Follow-up,3,0,52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean
190,CARRIAGE INN,1065 TOWER HILL RD NORTH KINGSTOWN RI 02852,Caterer or Commissary,FSV37848,01-02-2025,Environmental Complaint,0,0,None
191,EL GARIBALDI DE TRES MARIAS,948 ATWELLS AVE PROVIDENCE RI 02909,Seats - Less than 50,FSV37853,09-29-2025,Routine,2,0,10 - adequate handwashing sinks properly supplied and accessible | 49 - non-food contact surfaces clean
191,EL GARIBALDI DE TRES MARIAS,948 ATWELLS AVE PROVIDENCE RI 02909,Seats - Less than 50,FSV37853,07-01-2025,Re-Inspection,2,0,52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures
191,EL GARIBALDI DE TRES MARIAS,948 ATWELLS AVE PROVIDENCE RI 02909,Seats - Less than 50,FSV37853,03-03-2025,Re-Inspection,2,0,"15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned"
192,SCOTT ELEMENTARY SCHOOL,833 CENTERVILLE ROAD WARWICK RI 02886,Food Service (Non-Profit),FSV01833,09-29-2025,Re-Inspection,6,2,"53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed | 15 - food separated and protected | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
192,SCOTT ELEMENTARY SCHOOL,833 CENTERVILLE ROAD WARWICK RI 02886,Food Service (Non-Profit),FSV01833,06-01-2025,Re-Inspection,6,1,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 52 - sewage & waste water properly disposed | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 39 - contamination prevented during food preparation, storage, & display"
192,SCOTT ELEMENTARY SCHOOL,833 CENTERVILLE ROAD WARWICK RI 02886,Food Service (Non-Profit),FSV01833,04-02-2025,Routine,6,2,"51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible"
193,HUGH B BAIN JR HIGH SCHOOL,135 GANSETT AVENUE CRANSTON RI 02910,Food Service (Non-Profit),FSV02248,09-29-2025,Environmental Complaint,7,2,"22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned | 39 - contamination prevented during food preparation, storage, & display | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 49 - non-food contact surfaces clean"
193,HUGH B BAIN JR HIGH SCHOOL,135 GANSETT AVENUE CRANSTON RI 02910,Food Service (Non-Profit),FSV02248,07-01-2025,Follow-up,7,2,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 10 - adequate handwashing sinks properly supplied and accessible | 55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed | 51 - plumbing installed: proper backflow device"
193,HUGH B BAIN JR HIGH SCHOOL,135 GANSETT AVENUE CRANSTON RI 02910,Food Service (Non-Profit),FSV02248,03-03-2025,Re-Inspection,3,0,"55 - physical facilities installed, maintained, & clean | 39 - contamination prevented during food preparation, storage, & display | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
193,HUGH B BAIN JR HIGH SCHOOL,135 GANSETT AVENUE CRANSTON RI 02910,Food Service (Non-Profit),FSV02248,12-03-2024,Routine,7,2,"10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 53 - toilet facilities: properly constructed, supplied, & cleaned"
194,STONE HILL SCHOOL,21 VILLAGE STREET CRANSTON RI 02920,Food Service (Non-Profit),FSV02583,09-29-2025,Routine,4,1,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 52 - sewage & waste water properly disposed"
194,STONE HILL SCHOOL,21 VILLAGE STREET CRANSTON RI 02920,Food Service (Non-Profit),FSV02583,07-01-2025,Routine,4,0,"47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 15 - food separated and protected | 55 - physical facilities installed, maintained, & clean"
194,STONE HILL SCHOOL,21 VILLAGE STREET CRANSTON RI 02920,Food Service (Non-Profit),FSV02583,04-02-2025,Environmental Complaint,4,2,"55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 52 - sewage & waste water properly disposed"
195,ELIZABETH BALDWIN SCHOOL,50 WHITMAN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03053,09-29-2025,Routine,4,0,"53 - toilet facilities: properly constructed, supplied, & cleaned | 22 - proper cold holding temperatures | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used"
195,ELIZABETH BALDWIN SCHOOL,50 WHITMAN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03053,06-01-2025,Routine,4,1,"15 - food separated and protected | 52 - sewage & waste water properly disposed | 22 - proper cold holding temperatures | 55 - physical facilities installed, maintained, & clean"
195,ELIZABETH BALDWIN SCHOOL,50 WHITMAN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03053,04-02-2025,Environmental Complaint,2,0,"49 - non-food contact surfaces clean | 39 - contamination prevented during food preparation, storage, & display"
195,ELIZABETH BALDWIN SCHOOL,50 WHITMAN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03053,01-02-2025,Routine,4,2,"15 - food separated and protected | 53 - toilet facilities: properly constructed, supplied, & cleaned | 10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device"
196,CUNNINGHAM ELEMENTARY SCHOOL,40 BALDWIN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03117,08-30-2025,Re-Inspection,6,2,"10 - adequate handwashing sinks properly supplied and accessible | 51 - plumbing installed: proper backflow device | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 39 - contamination prevented during food preparation, storage, & display | 55 - physical facilities installed, maintained, & clean"
196,CUNNINGHAM ELEMENTARY SCHOOL,40 BALDWIN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03117,07-01-2025,Re-Inspection,5,0,"22 - proper cold holding temperatures | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean"
196,CUNNINGHAM ELEMENTARY SCHOOL,40 BALDWIN STREET PAWTUCKET RI 02860,Food Service (Non-Profit),FSV03117,03-03-2025,Environmental Complaint,2,0,15 - food separated and protected | 10 - adequate handwashing sinks properly supplied and accessible
197,TOTIS INC,8 CALLAHAN SCHOOL STREET BURRILLVILLE RI 02830,Seats - Less than 50,FSV03225,09-29-2025,Re-Inspection,5,0,"39 - contamination prevented during food preparation, storage, & display | 53 - toilet facilities: properly constructed, supplied, & cleaned | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures"
197,TOTIS INC,8 CALLAHAN SCHOOL STREET BURRILLVILLE RI 02830,Seats - Less than 50,FSV03225,06-01-2025,Follow-up,5,0,"22 - proper cold holding temperatures | 15 - food separated and protected | 49 - non-food contact surfaces clean | 55 - physical facilities installed, maintained, & clean | 53 - toilet facilities: properly constructed, supplied, & cleaned"
197,TOTIS INC,8 CALLAHAN SCHOOL STREET BURRILLVILLE RI 02830,Seats - Less than 50,FSV03225,03-03-2025,Environmental Complaint,5,1,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 39 - contamination prevented during food preparation, storage, & display | 49 - non-food contact surfaces clean | 22 - proper cold holding temperatures"
197,TOTIS INC,8 CALLAHAN SCHOOL STREET BURRILLVILLE RI 02830,Seats - Less than 50,FSV03225,12-03-2024,Routine,2,0,49 - non-food contact surfaces clean | 52 - sewage & waste water properly disposed
198,BAYBERRY COMMONS,181 DAVIS DRIVE BURRILLVILLE RI 02859,Seats - 50 or More,FSV08470,08-30-2025,Follow-up,8,2,"51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 52 - sewage & waste water properly disposed | 53 - toilet facilities: properly constructed, supplied, & cleaned | 55 - physical facilities installed, maintained, & clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 15 - food separated and protected | 49 - non-food contact surfaces clean"
198,BAYBERRY COMMONS,181 DAVIS DRIVE BURRILLVILLE RI 02859,Seats - 50 or More,FSV08470,07-01-2025,Follow-up,7,2,"49 - non-food contact surfaces clean | 47 - food & non-food contact surfaces cleanable, properly designed, constructed, & used | 55 - physical facilities installed, maintained, & clean | 15 - food separated and protected | 51 - plumbing installed: proper backflow device | 10 - adequate handwashing sinks properly supplied and accessible | 53 - toilet facilities: properly constructed, supplied, & cleaned"
